,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
962,@ATTCares Is there a Uverse outage in area code 75208? @ATT,FALSE,0,ATTCares,10/12/2016 23:24,FALSE,NA,7.86E+17,62643312,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JRalat,0,FALSE,FALSE,NA,NA
963,RT @ATT: What made you a fan of college <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> ? Share with #MadeMeAFanContest for a chance to win. Rules https://t.co/hU3I3wFn5V https://t.co/O…,FALSE,0,NA,10/12/2016 23:18,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cjsiex,57,TRUE,FALSE,NA,NA
964,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/12/2016 23:12,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Joreerosee,117,TRUE,FALSE,NA,NA
965,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/12/2016 23:02,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rawansalah1d,6312,TRUE,FALSE,NA,NA
966,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/12/2016 22:59,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",blankspnce,6312,TRUE,FALSE,NA,NA
967,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/12/2016 22:59,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hoangp295,117,TRUE,FALSE,NA,NA
968,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/12/2016 22:56,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Janianecastro13,6312,TRUE,FALSE,NA,NA
969,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/12/2016 22:53,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LochnerWalter,117,TRUE,FALSE,NA,NA
970,"RT @ATT: We're adding VA to FL, GA, SC and NC for waived data overage charges to cust. affected by #HurricaneMatthew https://t.co/5gyyRvQm0S",FALSE,0,NA,10/12/2016 22:53,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thadudej_,50,TRUE,FALSE,NA,NA
971,RT @ATT: We’re here for our customers affected by #HurricaneMatthew. We’ll waive data overages 10/6-9. Info + live updates: https://t.co/sb…,FALSE,0,NA,10/12/2016 22:53,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thadudej_,99,TRUE,FALSE,NA,NA
972,RT @ATT: Welcome to the team! @taylorswift13 https://t.co/4h86nLYuLo https://t.co/gAHOi7fPrZ,FALSE,0,NA,10/12/2016 22:45,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1989suns,6312,TRUE,FALSE,NA,NA
973,RT @ATT: We're working to keep our cust. connected. Info on relief efforts + expanded waived data overages: https://t.co/sbxt0kucgY #Hurric…,FALSE,0,NA,10/12/2016 22:39,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lisatenorio,33,TRUE,FALSE,NA,NA
974,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/12/2016 22:33,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TitusMcTerry,117,TRUE,FALSE,NA,NA
975,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/12/2016 22:32,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rodriguez_is_me,117,TRUE,FALSE,NA,NA
976,RT @ATT: It’s here! Get a sweet deal on the new iPhone 7 when you switch to AT&amp;T and have DIRECTV. https://t.co/xJbyqHjhMV https://t.co/3Wf…,FALSE,0,NA,10/12/2016 22:30,FALSE,NA,7.86E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JIMMYLEEBURK4,117,TRUE,FALSE,NA,NA
977,I just checked in @ATT with #mPLUSPlaces Download today!  https://t.co/rXawUInW7z,FALSE,0,NA,10/12/2016 22:26,FALSE,NA,7.86E+17,NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",dredaywifey,0,FALSE,FALSE,NA,NA
